Recip_County,Recip_State,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Booster_Doses_Vax_Pct,Census2019_5PlusPop
Stokes County,NC,65.6,50.3,30.2,43536
Surry County,NC,69.5,55,31.2,67979
Swain County,NC,81.5,62.4,41.7,13403
Transylvania County,NC,84.7,62.6,37.4,33015
Tyrrell County,NC,58.5,50.4,42.8,3827
Union County,NC,82.3,60.5,25.1,226508
Unknown County,NC,,,73.5,
Vance County,NC,86.4,61.9,31.2,41780
Wake County,NC,95,81.7,30.6,1044525
Warren County,NC,77.5,59.7,36.1,18843
Washington County,NC,66.7,53,41,10985
Watauga County,NC,76.5,58.8,37.9,54308
Wayne County,NC,70.4,52,28.2,115046
Wilkes County,NC,66.6,50.5,27.4,64946
Wilson County,NC,71.7,57,35.9,76972
Yadkin County,NC,68.6,53.3,29.1,35700
Yancey County,NC,65,54.2,48.8,17212
Adams County,ND,57.9,49.6,57,2098
Barnes County,ND,67.9,60.2,55.4,9915
Benson County,ND,62.8,55.2,43.1,6103
Billings County,ND,28.2,22.3,38.6,858
Bottineau County,ND,61,53.1,53.1,5935
Bowman County,ND,47.8,39.6,56.6,2838
Burke County,ND,47,40.9,46,1954
Burleigh County,ND,62.2,53.4,49.4,89276
Cass County,ND,74.3,63.8,51,169324
Cavalier County,ND,68.2,62.7,61.3,3490
Dickey County,ND,60.4,55.1,58.5,4555
Divide County,ND,47.4,42.8,52,2118
Dunn County,ND,32,26.6,43,4086
Eddy County,ND,56.5,53.5,57.4,2114
Emmons County,ND,42.5,35.4,45.6,3076
Foster County,ND,61.2,56,54.1,3010
Golden Valley County,ND,39.7,31.1,41.1,1670
Grand Forks County,ND,73.1,62.1,50.7,64686
Grant County,ND,29,24.7,63.2,2140
Griggs County,ND,53.1,47.6,49.3,2114
Hettinger County,ND,46.5,40.4,54.8,2297
Kidder County,ND,42.1,34.2,50.8,2333
LaMoure County,ND,56.3,50.3,60.9,3805
Logan County,ND,45,39.1,51.8,1736
McHenry County,ND,48.2,43.3,51.2,5395
McIntosh County,ND,52.3,45.3,50.6,2370
McKenzie County,ND,30.7,23.7,38,13553
McLean County,ND,57.8,48.4,52.2,8866
Mercer County,ND,44.8,40.2,52.4,7698
Morton County,ND,55.1,47.4,49.2,29129
Mountrail County,ND,64.9,45.5,43.6,9648
Nelson County,ND,79,73.3,64.7,2743
Oliver County,ND,29,26.7,51.1,1843
Pembina County,ND,67.5,57.8,49.8,6419
Pierce County,ND,51.6,46.8,54.9,3758
Ramsey County,ND,66.1,59.9,51.8,10708
Ransom County,ND,70.1,62.4,60.5,4924
Renville County,ND,46.2,40.8,46.8,2201
Richland County,ND,62.5,54.6,54.6,15171
Rolette County,ND,95,78.8,40.1,12952
Sargent County,ND,67.5,61.3,58.5,3656
Sheridan County,ND,41.4,37.6,61.4,1250
Sioux County,ND,79.1,66,40.1,3810
Slope County,ND,14.7,11.3,47.1,705
Stark County,ND,46,38.3,47.3,28780
Steele County,ND,57.2,48.6,54.4,1764
Stutsman County,ND,64.5,55.6,54.6,19611
Towner County,ND,52.5,49.4,56.5,2064
Traill County,ND,64.2,56.2,52.6,7550
Unknown County,ND,,,29.5,
Walsh County,ND,69.8,60.4,53.2,9930
Ward County,ND,61.1,53.1,39.9,62457
Wells County,ND,50.2,44.5,52.8,3614
Williams County,ND,38,31.4,37.1,33861
Adams County,NE,,43.5,66.3,29342
Antelope County,NE,,38.1,64.1,5884
Arthur County,NE,,20.1,71,439
Banner County,NE,,33.4,60.2,689
Blaine County,NE,,26.9,68.8,438
Boone County,NE,,50.3,58,4875
Box Butte County,NE,,35.3,61,10055
Boyd County,NE,36.8,36.7,66,1833
Brown County,NE,40.7,38,55.8,2805
Buffalo County,NE,,43.8,65.8,46367
Burt County,NE,,60.4,63.9,6103
Butler County,NE,52.9,52.6,56.5,7579
Cass County,NE,69.2,64.3,56.8,24773
Cedar County,NE,,42.8,50.6,7863
Chase County,NE,,34.4,57.7,3672
Cherry County,NE,39.9,36,46.1,5288
Cheyenne County,NE,46.5,44.1,48.5,8394
Clay County,NE,,42.5,60.5,5777
Colfax County,NE,52,49.1,43.3,9765
Cuming County,NE,,54.4,71.4,8258
Custer County,NE,,39.2,54.6,10086
Dakota County,NE,76.6,67.9,35.1,18257
Dawes County,NE,,40.9,61.6,8194
Dawson County,NE,51.5,51.1,46.3,21682
Deuel County,NE,,36.6,55,1711
Dixon County,NE,,45.3,53.3,5224
Dodge County,NE,,55.8,63.5,34132
Douglas County,NE,76,69.8,58.2,529304
Dundy County,NE,42.6,39.8,49.3,1618
Fillmore County,NE,,53.6,63.9,5176
Franklin County,NE,,39.7,65.6,2804
Frontier County,NE,,28.9,73,2493
Furnas County,NE,,46.2,62.8,4406
Gage County,NE,,47.1,69.9,20291
Garden County,NE,,46.5,55.3,1747
Garfield County,NE,,31.2,83.7,1864
Gosper County,NE,,41.2,65.2,1882
Grant County,NE,,21.8,71.3,570
Greeley County,NE,,41.4,64.2,2202
Hall County,NE,53.9,53.1,56.1,56574
Hamilton County,NE,,47.7,67.7,8708
Harlan County,NE,41.6,41,62.5,3214
Hayes County,NE,,26.2,59.5,847
Hitchcock County,NE,,35.3,55,2613
Holt County,NE,,44,66.9,9382
Hooker County,NE,43.3,43.3,69.5,644
Howard County,NE,,43.6,59.5,6041
Jefferson County,NE,58.1,56.7,67.1,6670
Johnson County,NE,55.7,55.6,60.2,4827
Kearney County,NE,48.4,48.3,58.9,6079
Keith County,NE,,39,62.6,7591
Keya Paha County,NE,32.5,30.6,63.6,773
Kimball County,NE,,36.2,49.8,3420
Knox County,NE,53.2,51.9,54,7807
Lancaster County,NE,73.9,68.8,60.6,299366
Lincoln County,NE,,34.5,66.4,32818
Logan County,NE,,22.2,47,706
Loup County,NE,31.2,30.1,76,626
Madison County,NE,,47.6,54.2,32537
McPherson County,NE,,15,66.2,480
Merrick County,NE,46.3,45,62.8,7304
Morrill County,NE,37.7,36.5,50.4,4389
Nance County,NE,,29.8,78.1,3318
Nemaha County,NE,51.9,51.7,58.6,6523
Nuckolls County,NE,51.3,51,60.5,3945
Otoe County,NE,58.9,57.9,64.1,14973
Pawnee County,NE,45.4,44.5,58.5,2445
Perkins County,NE,42.2,41.9,52.4,2706
Phelps County,NE,,41.7,62.5,8473
Pierce County,NE,38.5,38.1,54.2,6688
Platte County,NE,,48.5,59.3,31052
Polk County,NE,,42.5,67.2,4937
Red Willow County,NE,,37.8,62.7,10067
Richardson County,NE,57.9,53.9,57.9,7430
Rock County,NE,,38.5,73.8,1275
Saline County,NE,,54.9,57.1,13245
Sarpy County,NE,75.1,69,56.2,173934
Saunders County,NE,55.4,54.8,60.6,20208
Scotts Bluff County,NE,,43.1,57.3,33273
Seward County,NE,51.5,51.3,61,16270
Sheridan County,NE,,34.3,55.4,4922
Sherman County,NE,,40.8,70,2846
Sioux County,NE,,26.3,58.6,1113
Stanton County,NE,,29.3,65.1,5546
Thayer County,NE,,48.7,60.7,4697
Thomas County,NE,,25.6,61.6,683
Thurston County,NE,95,82.5,48.3,6458
Unknown County,NE,,,15.9,
Valley County,NE,,34.2,74.6,3924
Washington County,NE,60.7,57.8,61.9,19581
Wayne County,NE,,42.7,61.9,8886
Webster County,NE,,39.6,66,3302
Wheeler County,NE,,32.6,58.8,739
York County,NE,,53.5,59.5,12811
Belknap County,NH,74.4,61.5,56.3,58653
Carroll County,NH,86.8,71.9,56.8,47131
Cheshire County,NH,73.3,61.5,49.3,72672
Coos County,NH,75,63.7,51.2,30297
Grafton County,NH,95,77.2,54.7,86291
Hillsborough County,NH,76.4,63.3,51.1,395387
Merrimack County,NH,82.3,69.9,57.7,144343
Rockingham County,NH,81.4,67.4,52.9,295503
Strafford County,NH,77,63.4,53.1,124697
Sullivan County,NH,77.7,64.1,54.2,41116
Unknown County,NH,,,38.1,
Atlantic County,NJ,83.8,70,50.9,249550
Bergen County,NJ,95,80.9,53.3,883126
Burlington County,NJ,91,78.1,55.9,422617
Camden County,NJ,86.5,72.5,56.1,476109
Cape May County,NJ,91.2,78.3,50.6,88016
Cumberland County,NJ,69.8,54.9,53.7,140332
Essex County,NJ,94.1,76,49.5,746491
Gloucester County,NJ,77.9,64.6,58.3,276411
Hudson County,NJ,95,81.5,46,626032
Hunterdon County,NJ,91.2,74.3,58.6,119084
Mercer County,NJ,94.6,74.8,56,346678
Middlesex County,NJ,93,76.4,54.9,777910
Monmouth County,NJ,84.5,70.7,55.8,588468
Morris County,NJ,94.7,80.6,58,467329
Ocean County,NJ,66.6,56.5,54.4,563917
Passaic County,NJ,87.4,72.6,45.2,468202
Salem County,NJ,72.3,57.9,52.5,58916
Somerset County,NJ,95,79.3,60.1,312584
Sussex County,NJ,77.2,64.9,56.8,134060
Union County,NJ,91.4,74.5,50.8,521132
Unknown County,NJ,,,20.1,
Warren County,NJ,86.7,70.9,50.7,100536
Bernalillo County,NM,90.5,73.6,57.6,642294
Catron County,NM,57.2,48,54.9,3438
Chaves County,NM,56.7,46.8,47.3,60423
Cibola County,NM,95,75.3,48.9,25069
Colfax County,NM,75.4,64.5,58.6,11397
Curry County,NM,68.6,55.6,37.6,45092
De Baca County,NM,60.4,51.8,47.5,1667
Dona Ana County,NM,95,79.2,49.8,204517
Eddy County,NM,58,48.5,44.9,54179
Grant County,NM,85.4,72.6,61.8,25642
Guadalupe County,NM,80.2,71.2,58,4092
Harding County,NM,69.6,62.2,68.1,608
Hidalgo County,NM,72.3,61.1,53.7,3935
Lea County,NM,57.6,45.6,40.7,65384
Lincoln County,NM,75.8,61.3,55.4,18653
Los Alamos County,NM,95,88.4,67.6,18362
Luna County,NM,95,78.2,49.1,21930
McKinley County,NM,95,95,47.9,66760
Mora County,NM,80,67,64.4,4316
Otero County,NM,76.9,63.7,45.2,62994
Quay County,NM,63.3,52.2,48.7,7807
Rio Arriba County,NM,95,82.7,55.4,36633
Roosevelt County,NM,50.3,39.8,48.6,17235
San Juan County,NM,95,79,53.2,116203
San Miguel County,NM,82.5,70,61.9,26051
Sandoval County,NM,93.7,75.7,57.1,138874
Santa Fe County,NM,95,86.3,60.4,144157
Sierra County,NM,81.5,68.8,58.9,10275
Socorro County,NM,84.7,71.3,55.6,15700
Taos County,NM,95,86.6,58.9,31311
Torrance County,NM,59.1,50,55,14661
Union County,NM,53.9,46,55.4,3866
Unknown County,NM,,,37.8,
Valencia County,NM,74.6,62,54.4,72318
Carson City,NV,77.8,66.7,45.9,52757
Churchill County,NV,65.6,55.9,42.2,23259
Clark County,NV,74.5,59.9,41.9,2127242
Douglas County,NV,62.8,53.1,46.7,47266
Elko County,NV,52.8,44.3,39.7,48793
Esmeralda County,NV,53.8,42.6,32.3,844
Eureka County,NV,32.8,28,38,1942
Humboldt County,NV,50.5,43.5,40.4,15655
Lander County,NV,46.5,41.3,44.8,5117
Lincoln County,NV,43.4,39.1,43.5,4913
Lyon County,NV,50.8,43.5,38.4,54239
Mineral County,NV,71.1,61.9,54.7,4235
Nye County,NV,56.2,48.4,47.4,44538
Pershing County,NV,43.9,37.2,46.9,6429
Storey County,NV,31.3,24.2,46,4035
Unknown County,NV,,,30.4,
Washoe County,NV,78.9,66.8,47,444255
White Pine County,NV,61.8,55,42.5,9062
Albany County,NY,87.3,77.4,60.6,290302
Allegany County,NY,49.5,45.8,55,43667
Bronx County,NY,90.6,77.6,38.1,1318008
Broome County,NY,70.7,65.4,58.4,180602
Cattaraugus County,NY,64.1,57.9,54.7,71957
Cayuga County,NY,64.4,60.8,59.1,72746
Chautauqua County,NY,67.9,61.4,56.5,120007
Chemung County,NY,71.5,63.6,54.2,78838
Chenango County,NY,66.9,62.7,58.1,44686
Clinton County,NY,81.1,74.6,60.7,76595
Columbia County,NY,89.7,77.3,55.2,56965
Cortland County,NY,64.7,61,60.3,45117
Delaware County,NY,64.3,58.9,55.9,42385
Dutchess County,NY,82.4,72.9,55.2,280657
Erie County,NY,77.7,72.1,59.9,868601
Essex County,NY,79.8,73.9,59.3,35406
Franklin County,NY,77,72.2,60,47674
Fulton County,NY,60.7,55.8,54.6,50698
Genesee County,NY,65.3,61.4,54.9,54344
Greene County,NY,72.1,64.6,55.9,45233
Hamilton County,NY,94,85.1,57.5,4269
Herkimer County,NY,67.1,60.8,56.5,58259
Jefferson County,NY,90.1,76.7,51.4,101248
Kings County,NY,89.7,75.6,41.4,2376977
Lewis County,NY,56,53.2,59.8,24664
Livingston County,NY,64.8,61,61,60252
Madison County,NY,66.6,62.6,58.6,67503
Monroe County,NY,80.4,74.9,63,701369
Montgomery County,NY,75.2,68.8,57.1,46075
Nassau County,NY,95,86,45.9,1282825
New York County,NY,95,91.6,48.4,1552562
Niagara County,NY,72.8,68.2,57.2,198251
Oneida County,NY,70.9,64.6,57.5,215804
Onondaga County,NY,81.5,75.8,60.8,434657
Ontario County,NY,75.2,70.4,62.6,104452
Orange County,NY,76.3,67.5,48.4,359046
Orleans County,NY,60.1,56.5,52.7,38326
Oswego County,NY,64.6,61,60.7,110782
Otsego County,NY,69.4,63.5,64.3,57013
Putnam County,NY,86.4,77,52.6,93916
Queens County,NY,95,90.1,40.7,2116763
Rensselaer County,NY,81.7,72.7,58.3,150669
Richmond County,NY,85.5,76.2,44.2,448789
Rockland County,NY,76.4,67.1,45.5,299097
Saratoga County,NY,92.2,81.8,61.2,218464
Schenectady County,NY,84.1,75.4,61.9,146118
Schoharie County,NY,63.2,58.3,58,29740
Schuyler County,NY,70.3,64.5,56.6,16968
Seneca County,NY,58.8,55.1,60,32296
St. Lawrence County,NY,66.2,62.3,59.6,102326
Steuben County,NY,70.1,62.9,52.6,90190
Suffolk County,NY,88.3,78.4,48.9,1397462
Sullivan County,NY,70.7,63,49,71103
Tioga County,NY,72.1,63,52.3,45835
Tompkins County,NY,94.1,83.1,60.4,98313
Ulster County,NY,85.8,75.5,58.9,169913
Unknown County,NY,,,34.8,
Warren County,NY,88.5,79.8,61.6,61125
Washington County,NY,78.9,69,56.2,58346
Wayne County,NY,68.3,64.3,61.7,84952
Westchester County,NY,95,86.5,49.2,913968
Wyoming County,NY,55.8,53,56.7,38014
Yates County,NY,58.9,54.8,62.6,23372
Adams County,OH,40.3,36.3,44.5,26020
Allen County,OH,48.3,45.2,52.7,96070
Ashland County,OH,47.9,44.8,53.1,50427
Ashtabula County,OH,58.7,54.6,56.7,91684
Athens County,OH,55.9,51.8,56.3,62884
Auglaize County,OH,41.8,40.1,52.8,42746
Belmont County,OH,56.4,50.2,47.1,63842
Brown County,OH,45.5,42.4,49,40861
Butler County,OH,63.2,58.7,51.2,360124
Carroll County,OH,47.4,45,58.2,25482
Champaign County,OH,49.9,46.8,50.1,36750
Clark County,OH,58.1,54.1,53.1,126168
Clermont County,OH,62.9,58.8,53,194580
Clinton County,OH,54.9,50.6,49.2,39456
Columbiana County,OH,54.6,50.6,52.6,96626
Coshocton County,OH,42.8,40.2,54.6,34215
Crawford County,OH,48.4,46.3,51.2,39143
Cuyahoga County,OH,72.8,67.3,61,1165078
Darke County,OH,43.7,40.9,53,47944
Defiance County,OH,53.2,50.6,56,35906
Delaware County,OH,81.8,77.9,60.9,196808
Erie County,OH,64,60.6,58.7,70336
Fairfield County,OH,63.5,59.8,54.4,148222
Fayette County,OH,49,45.5,51,26829
Franklin County,OH,71.1,66.4,55.4,1224850
Fulton County,OH,57,53.9,54.9,39588
Gallia County,OH,53.2,48,47.8,28101
Geauga County,OH,66.3,63,63.5,88710
Greene County,OH,71.2,64.8,53.4,159540
Guernsey County,OH,48.4,45.4,52.7,36595
Hamilton County,OH,71.1,64.9,55,764641
Hancock County,OH,56,52.2,54.3,71312
Hardin County,OH,42.1,39.5,51.5,29490
Harrison County,OH,47.7,44,52.8,14274
Henry County,OH,57.1,55.2,57.2,25407
Highland County,OH,42.1,38.9,48.5,40457
Hocking County,OH,52.4,49.9,55.4,26749
Holmes County,OH,19.8,18.5,54.8,40341
Huron County,OH,51.7,49,53.3,54547
Jackson County,OH,52.2,48.9,49,30283
Jefferson County,OH,57.4,51.5,47,62027
Knox County,OH,47.3,44.4,53.6,58514
Lake County,OH,70.8,67.2,59.2,218905
Lawrence County,OH,64.5,52.4,38,56216
Licking County,OH,58.9,56.2,53.8,166272
Logan County,OH,46.4,44,51,42890
Lorain County,OH,69.9,65.7,60.2,292694
Lucas County,OH,64.3,59.6,54.6,401088
Madison County,OH,57.2,54.3,53.9,42482
Mahoning County,OH,63.4,58.8,55,216561
Marion County,OH,53.7,50.4,52.9,61349
Medina County,OH,69,65.8,61.1,170343
Meigs County,OH,55.2,48.6,44.5,21704
Mercer County,OH,41.4,39,53.5,38004
Miami County,OH,52.2,49,51,100663
Monroe County,OH,55.1,49.3,47.9,12971
Montgomery County,OH,63.4,58.1,53.8,499065
Morgan County,OH,46.4,43.9,55.5,13751
Morrow County,OH,45.3,43,52.7,33390
Muskingum County,OH,52,49.5,54.3,81011
Noble County,OH,49.9,47.9,54.2,13705
Ottawa County,OH,67.3,63.1,60.8,38775
Paulding County,OH,46.4,43.4,50.1,17603
Perry County,OH,44.5,42.1,52.3,33939
Pickaway County,OH,55.8,52.4,51.9,55286
Pike County,OH,50.2,46.2,47.6,26075
Portage County,OH,62.3,58.8,57.7,155184
Preble County,OH,48.4,44.1,50.8,38655
Putnam County,OH,52.2,50,52,31618
Richland County,OH,48.5,45.9,52.7,114267
Ross County,OH,56.3,52.2,51.1,72357
Sandusky County,OH,56.3,53.7,55.8,55244
Scioto County,OH,57.8,51.9,43.5,70978
Seneca County,OH,52.9,50.3,54.3,52086
Shelby County,OH,38.9,36.9,51.4,45453
Stark County,OH,59.8,56.3,56.6,349912
Summit County,OH,70,65.5,59.4,510948
Trumbull County,OH,61.1,56.5,55.4,187497
Tuscarawas County,OH,48.4,45.7,55.6,86197
Union County,OH,68.6,65.5,55.7,55221
Unknown County,OH,,,65,
Van Wert County,OH,48.4,44.7,53.8,26490
Vinton County,OH,42.3,40,50.5,12332
Warren County,OH,71.2,66.8,56.6,221371
Washington County,OH,63.1,57.3,49.4,56897
Wayne County,OH,49.4,46.8,58,108150
Williams County,OH,49.5,45.7,55.3,34555
Wood County,OH,66,62.6,57.4,123928
Wyandot County,OH,50.8,48.6,55.5,20563
Adair County,OK,56.1,38.2,34.2,20554
Alfalfa County,OK,52.7,46.7,50,5432
Atoka County,OK,42.7,37.5,41.4,12943
Beaver County,OK,39.9,33,37.9,5003
Beckham County,OK,48.8,42.4,42.3,20365
Blaine County,OK,55.5,48.1,44.1,8790
Bryan County,OK,54,44.9,37.5,44896
Caddo County,OK,78.5,67.8,43.2,26833
Canadian County,OK,75.4,61.3,40.8,138384
Carter County,OK,56.4,45.9,41.2,44789
Cherokee County,OK,68.9,50.6,41.5,45936
Choctaw County,OK,43.1,36.6,39.4,13649
Cimarron County,OK,42.3,34.6,31.8,2011
Cleveland County,OK,75.1,59.9,45.2,269231
Coal County,OK,48.5,42.5,41.7,5116
Comanche County,OK,78.5,66.1,35,112466
Cotton County,OK,60.6,51.3,40.7,5352
Craig County,OK,69.1,55.2,42.7,13414
Creek County,OK,52.9,45.6,43,67243
Custer County,OK,58.7,50.1,42.3,27025
Delaware County,OK,56.2,44,40.7,40829
Dewey County,OK,29.3,25.9,48.6,4560
Ellis County,OK,41.1,35.9,43.7,3658
Garfield County,OK,61.6,52.2,38.9,56645
Garvin County,OK,56.2,48,42.1,25886
Grady County,OK,48.5,39.9,41.8,52732
Grant County,OK,50.4,43.4,42,4068
Greer County,OK,43.3,37.8,45.3,5424
Harmon County,OK,59.3,50.6,46.3,2486
Harper County,OK,51.8,46.3,44.1,3472
Haskell County,OK,49.8,42.8,42.7,11906
Hughes County,OK,55.6,47.7,40.7,12480
Jackson County,OK,64.9,55.8,39.7,22746
Jefferson County,OK,51,42.8,42.3,5655
Johnston County,OK,52.8,44.2,40.1,10416
Kay County,OK,53.2,44.9,46.5,40746
Kingfisher County,OK,56.4,49.2,41.9,14753
Kiowa County,OK,60.4,52.4,47,8084
Latimer County,OK,40.5,35.7,42.6,9458
Le Flore County,OK,48.1,40.8,40.7,46796
Lincoln County,OK,50.1,42,41.7,32901
Logan County,OK,44,36.7,43.8,45283
Love County,OK,54,43.8,38.7,9604
Major County,OK,57.2,51.3,44.5,7115
Marshall County,OK,57.7,46.6,40.3,15931
Mayes County,OK,55.7,45.1,40.6,38724
McClain County,OK,60.1,50,41.4,38149
McCurtain County,OK,45.2,37.5,35.5,30621
McIntosh County,OK,63.9,55.7,47,18630
Murray County,OK,53.9,46.1,44.3,13271
Muskogee County,OK,68.4,53.8,38.4,63583
Noble County,OK,75.7,65,47.7,10459
Nowata County,OK,59.3,45.6,35.8,9430
Okfuskee County,OK,54.5,48.4,44.1,11287
Oklahoma County,OK,86.4,68.9,41.3,739616
Okmulgee County,OK,50.8,44.1,44.9,36190
Osage County,OK,43.8,36.3,42.7,44661
Ottawa County,OK,49.5,40.7,41.3,29045
Pawnee County,OK,60.3,51,45.8,15410
Payne County,OK,62.5,51.3,47.5,77702
Pittsburg County,OK,55.8,46.7,43.2,41089
Pontotoc County,OK,64.8,53.1,39.8,35744
Pottawatomie County,OK,64.3,52,39.7,68221
Pushmataha County,OK,42.2,37.2,43.7,10483
Roger Mills County,OK,42.5,37.8,43.5,3358
Rogers County,OK,57.3,48.7,41.6,87096
Seminole County,OK,65,54.7,41.3,22723
Sequoyah County,OK,55.4,42.1,38.5,38934
Stephens County,OK,59.1,49.4,43.2,40623
Texas County,OK,57.5,46.9,35.8,18275
Tillman County,OK,61,51.5,43.6,6849
Tulsa County,OK,79.7,65.1,42.3,605903
Unknown County,OK,,,30.7,
Wagoner County,OK,58.9,49.2,42.1,76575
Washington County,OK,59.1,46.3,43.3,48301
Washita County,OK,47.6,40.5,42.3,10237
Woods County,OK,50.4,43.6,48,8277
Woodward County,OK,45,39.1,43,18906
Baker County,OR,89.4,71.5,37.3,15302
Benton County,OR,84.4,77.2,65.2,89308
Clackamas County,OR,77.7,71.2,61.3,396243
Clatsop County,OR,79,69.1,56,38234
Columbia County,OR,71.7,63.1,51.2,49599
Coos County,OR,65.5,58.8,54.3,61391
Crook County,OR,58.5,52.7,57.1,23038
Curry County,OR,66.6,57.9,55.1,22065
Deschutes County,OR,79.5,71.5,61.2,187737
Douglas County,OR,61.7,54.2,48.4,105322
Gilliam County,OR,51.8,46.4,61.4,1828
Grant County,OR,50.5,46.2,54,6864
Harney County,OR,53,47,51.2,6986
Hood River County,OR,95,88.1,60.3,21949
Jackson County,OR,66.6,59.8,54.4,209098
Jefferson County,OR,73.2,65.4,55.4,23095
Josephine County,OR,57.1,51.5,54.1,83015
Klamath County,OR,57.9,52.1,49.4,64134
Lake County,OR,43.3,40.3,49.8,7486
Lane County,OR,77.5,69.6,59.5,363753
Lincoln County,OR,81.4,73.3,63,47936
Linn County,OR,62.4,56.9,54.4,121951
Malheur County,OR,57.5,50,41.7,28464
Marion County,OR,71.9,65,52.4,325089
Morrow County,OR,65,57.7,40.5,10754
Multnomah County,OR,94.7,82.3,61.2,771266
Polk County,OR,70.4,65.1,56.9,81333
Sherman County,OR,66.9,59.5,53.9,1691
Tillamook County,OR,73.5,66.6,58.8,25773
Umatilla County,OR,65.5,57.5,38.9,72957
Union County,OR,56.7,50.8,51.8,25333
Unknown County,OR,,,37.4,
Wallowa County,OR,67.8,61.2,58.8,6867
Wasco County,OR,75.4,68,55.2,25015
Washington County,OR,87.2,78.8,61.6,566608
Wheeler County,OR,59.7,55.5,62.9,1284
Yamhill County,OR,71.7,65.1,56.5,101158
Adams County,PA,66.7,58.2,52.2,97947
Allegheny County,PA,85.9,74.4,53.7,1152274
Armstrong County,PA,67.8,62.1,53.3,61567
Beaver County,PA,60.4,54.4,55.6,155711
Bedford County,PA,45.1,40.4,50,45561
Berks County,PA,75.5,63.7,47.5,397136
Blair County,PA,64.3,55.3,48.7,115567
Bradford County,PA,55.2,45.3,48.5,56961
Bucks County,PA,95,79.2,44.6,597890
Butler County,PA,75.6,67.4,52.7,178549
Cambria County,PA,65.8,58.3,52.1,123755
Cameron County,PA,62.7,56.3,52.3,4235
Carbon County,PA,72.4,63.1,48.1,61108
Centre County,PA,74.5,63.2,56,156243
Chester County,PA,95,84.9,47.5,496254
Clarion County,PA,51.2,45.5,47.9,36460
Clearfield County,PA,58.2,51.9,49.1,75553
Clinton County,PA,51.2,47.1,54.9,36667
Columbia County,PA,75.4,64.3,54,62156
Crawford County,PA,59.5,51.9,49.9,79970
Cumberland County,PA,93.3,74.9,47.7,239766
Dauphin County,PA,80.9,67.2,46.2,261217
Delaware County,PA,95,81.5,43.1,533300
Elk County,PA,63.6,57.5,51.4,28472
Erie County,PA,70,62.8,53,254676
Fayette County,PA,69.4,59.9,48.4,122800
Forest County,PA,80,74.5,59.7,7110
Franklin County,PA,59.7,52,49.4,145984
Fulton County,PA,42.1,37.4,47.1,13784
Greene County,PA,60.9,52.9,49.3,34336
Huntingdon County,PA,63.9,53.3,49.7,43209
Indiana County,PA,54.8,47.4,51.6,80189
Jefferson County,PA,55.3,50,48.8,41012
Juniata County,PA,46.6,42.3,54,23319
Lackawanna County,PA,84.6,73.8,54.6,198664
Lancaster County,PA,72.9,62.8,51.2,510017
Lawrence County,PA,64.2,56.9,46.8,80971
Lebanon County,PA,68.2,59.1,47.6,133517
Lehigh County,PA,89.1,76.1,50.1,347373
Luzerne County,PA,77,67.1,50.8,300742
Lycoming County,PA,60.2,54.9,53.3,107299
McKean County,PA,61.8,52.1,43.1,38666
Mercer County,PA,63.5,56,49.4,104045
Mifflin County,PA,57.3,51.9,53.8,43303
Monroe County,PA,74,62.8,45,162323
Montgomery County,PA,95,84.2,46.4,785565
Montour County,PA,95,83.1,59.9,17182
Northampton County,PA,83.5,70.9,51.3,290771
Northumberland County,PA,66.6,59.8,53.7,86136
Perry County,PA,58.5,51.3,49,43637
Philadelphia County,PA,95,74.9,35.3,1481646
Pike County,PA,76.6,62.2,44,53587
Potter County,PA,41.4,40.1,49.8,15695
Schuylkill County,PA,70.5,62.7,50.8,134495
Snyder County,PA,51.8,45.3,55.1,38182
Somerset County,PA,57.4,50.9,53,70102
Sullivan County,PA,66,56.1,56.1,5893
Susquehanna County,PA,59.4,50.7,50.5,38470
Tioga County,PA,53,48.7,50.4,38469
Union County,PA,67.4,59.8,55,42837
Unknown County,PA,,,27.7,
Venango County,PA,51.2,48,50.9,48267
Warren County,PA,61,51.7,51.5,37120
Washington County,PA,77.5,67.1,50.9,196575
Wayne County,PA,75.8,64.8,50,49328
Westmoreland County,PA,68.6,60.4,51.8,333343
Wyoming County,PA,73,63.2,50.8,25476
York County,PA,70.9,61.9,50.7,423631
Adjuntas Municipio,PR,86,79.2,67,16724
Aguada Municipio,PR,88.4,80.3,58.3,35461
Aguadilla Municipio,PR,93.8,84.2,60.3,48446
Aguas Buenas Municipio,PR,89.7,81.8,63.8,23990
Aibonito Municipio,PR,95,94,72.7,21245
Anasco Municipio,PR,84.9,78,65.5,25347
Arecibo Municipio,PR,94.2,84.8,63.1,78942
Arroyo Municipio,PR,88,79.2,67.9,16594
Barceloneta Municipio,PR,88.5,79.8,61.9,22810
Barranquitas Municipio,PR,91,84.1,69.2,26403
Bayamon Municipio,PR,95,95,64.3,163019
Cabo Rojo Municipio,PR,83.1,76.2,70.3,46090
Caguas Municipio,PR,95,87.1,66.1,120299
Camuy Municipio,PR,90.5,81.6,62.5,29420
Canovanas Municipio,PR,92.3,82.2,60.3,43006
Carolina Municipio,PR,95,86.3,61.2,141841
Catano Municipio,PR,88,77.9,60.6,22262
Cayey Municipio,PR,95,88.7,68.4,40889
Ceiba Municipio,PR,91.5,82.7,56.3,10551
Ciales Municipio,PR,95,86.6,64.9,15186
