County name,State,Urban Rural Code,Deaths involving COVID-19
Moore County,TN,Micropolitan,
Morgan County,TN,Medium metro,22
Obion County,TN,Micropolitan,151
Overton County,TN,Micropolitan,87
Perry County,TN,Noncore,24
Pickett County,TN,Noncore,12
Polk County,TN,Small metro,14
Putnam County,TN,Micropolitan,512
Rhea County,TN,Micropolitan,100
Roane County,TN,Medium metro,196
Robertson County,TN,Large fringe metro,213
Rutherford County,TN,Large fringe metro,1256
Scott County,TN,Noncore,46
Sequatchie County,TN,Medium metro,18
Sevier County,TN,Micropolitan,352
Shelby County,TN,Large central metro,3831
Smith County,TN,Large fringe metro,30
Stewart County,TN,Noncore,26
Sullivan County,TN,Medium metro,1370
Sumner County,TN,Large fringe metro,737
Tipton County,TN,Large fringe metro,86
Trousdale County,TN,Large fringe metro,
Unicoi County,TN,Small metro,31
Union County,TN,Medium metro,17
Van Buren County,TN,Noncore,12
Warren County,TN,Micropolitan,130
Washington County,TN,Small metro,944
Wayne County,TN,Noncore,31
Weakley County,TN,Micropolitan,97
White County,TN,Noncore,45
Williamson County,TN,Large fringe metro,419
Wilson County,TN,Large fringe metro,352
Anderson County,TX,Micropolitan,221
Andrews County,TX,Micropolitan,40
Angelina County,TX,Micropolitan,598
Aransas County,TX,Medium metro,25
Archer County,TX,Small metro,
Armstrong County,TX,Medium metro,
Atascosa County,TX,Large fringe metro,172
Austin County,TX,Large fringe metro,23
Bailey County,TX,Noncore,18
Bandera County,TX,Large fringe metro,17
Bastrop County,TX,Large fringe metro,48
Baylor County,TX,Noncore,16
Bee County,TX,Micropolitan,99
Bell County,TX,Medium metro,1385
Bexar County,TX,Large central metro,8965
Blanco County,TX,Noncore,15
Borden County,TX,Noncore,
Bosque County,TX,Noncore,27
Bowie County,TX,Small metro,934
Brazoria County,TX,Large fringe metro,768
Brazos County,TX,Small metro,856
Brewster County,TX,Noncore,21
Briscoe County,TX,Noncore,
Brooks County,TX,Noncore,12
Brown County,TX,Micropolitan,228
Burleson County,TX,Small metro,19
Burnet County,TX,Noncore,181
Caldwell County,TX,Large fringe metro,57
Calhoun County,TX,Micropolitan,29
Callahan County,TX,Small metro,21
Cameron County,TX,Medium metro,2498
Camp County,TX,Noncore,45
Carson County,TX,Medium metro,
Cass County,TX,Noncore,94
Castro County,TX,Noncore,18
Chambers County,TX,Large fringe metro,64
Cherokee County,TX,Micropolitan,191
Childress County,TX,Noncore,27
Clay County,TX,Small metro,19
Cochran County,TX,Noncore,
Coke County,TX,Noncore,10
Coleman County,TX,Noncore,46
Collin County,TX,Large central metro,2735
Collingsworth County,TX,Noncore,10
Colorado County,TX,Noncore,42
Comal County,TX,Large fringe metro,580
Comanche County,TX,Noncore,59
Concho County,TX,Noncore,
Cooke County,TX,Micropolitan,103
Coryell County,TX,Medium metro,108
Cottle County,TX,Noncore,
Crane County,TX,Noncore,24
Crockett County,TX,Noncore,
Crosby County,TX,Medium metro,12
Culberson County,TX,Noncore,
Dallam County,TX,Noncore,
Dallas County,TX,Large central metro,7291
Dawson County,TX,Micropolitan,56
Deaf Smith County,TX,Micropolitan,47
Delta County,TX,Noncore,
Denton County,TX,Large fringe metro,1632
DeWitt County,TX,Noncore,87
Dimmit County,TX,Noncore,18
Donley County,TX,Noncore,
Duval County,TX,Noncore,14
Eastland County,TX,Noncore,49
Ector County,TX,Small metro,954
Edwards County,TX,Noncore,
Ellis County,TX,Large fringe metro,489
El Paso County,TX,Medium metro,4420
Erath County,TX,Micropolitan,76
Falls County,TX,Medium metro,23
Fannin County,TX,Noncore,81
Fayette County,TX,Noncore,52
Fisher County,TX,Noncore,
Floyd County,TX,Noncore,28
Foard County,TX,Noncore,
Fort Bend County,TX,Large fringe metro,1213
Franklin County,TX,Noncore,14
Freestone County,TX,Noncore,39
Frio County,TX,Noncore,37
Gaines County,TX,Noncore,26
Galveston County,TX,Large fringe metro,1020
Garza County,TX,Noncore,
Gillespie County,TX,Micropolitan,113
Glasscock County,TX,Micropolitan,
Goliad County,TX,Small metro,
Gonzales County,TX,Noncore,53
Gray County,TX,Micropolitan,119
Grayson County,TX,Small metro,995
Gregg County,TX,Small metro,1213
Grimes County,TX,Noncore,23
Guadalupe County,TX,Large fringe metro,336
Hale County,TX,Micropolitan,163
Hall County,TX,Noncore,15
Hamilton County,TX,Noncore,28
Hansford County,TX,Noncore,15
Hardeman County,TX,Noncore,
Hardin County,TX,Medium metro,61
Harris County,TX,Large central metro,13280
Harrison County,TX,Micropolitan,92
Hartley County,TX,Noncore,22
Haskell County,TX,Noncore,18
Hays County,TX,Large fringe metro,490
Hemphill County,TX,Noncore,
Henderson County,TX,Micropolitan,260
Hidalgo County,TX,Medium metro,3981
Hill County,TX,Noncore,86
Hockley County,TX,Micropolitan,79
Hood County,TX,Large fringe metro,244
Hopkins County,TX,Micropolitan,223
Houston County,TX,Noncore,51
Howard County,TX,Micropolitan,123
Hudspeth County,TX,Medium metro,
Hunt County,TX,Large fringe metro,379
Hutchinson County,TX,Micropolitan,67
Jack County,TX,Noncore,15
Jackson County,TX,Noncore,15
Jasper County,TX,Noncore,82
Jeff Davis County,TX,Noncore,
Jefferson County,TX,Medium metro,1549
Jim Hogg County,TX,Noncore,
Jim Wells County,TX,Micropolitan,147
Johnson County,TX,Large fringe metro,292
Jones County,TX,Small metro,25
Karnes County,TX,Noncore,44
Kaufman County,TX,Large fringe metro,179
Kendall County,TX,Large fringe metro,53
Kent County,TX,Noncore,
Kerr County,TX,Micropolitan,199
Kimble County,TX,Noncore,
Kinney County,TX,Noncore,
Kleberg County,TX,Micropolitan,122
Knox County,TX,Noncore,20
Lamar County,TX,Micropolitan,357
Lamb County,TX,Noncore,54
Lampasas County,TX,Medium metro,45
La Salle County,TX,Noncore,13
Lavaca County,TX,Noncore,78
Lee County,TX,Noncore,19
Leon County,TX,Noncore,16
Liberty County,TX,Large fringe metro,105
Limestone County,TX,Noncore,71
Lipscomb County,TX,Noncore,10
Live Oak County,TX,Noncore,
Llano County,TX,Noncore,57
Lubbock County,TX,Medium metro,2441
Lynn County,TX,Medium metro,11
McCulloch County,TX,Noncore,15
McLennan County,TX,Medium metro,1308
McMullen County,TX,Noncore,
Madison County,TX,Noncore,21
Marion County,TX,Noncore,12
Martin County,TX,Small metro,
Mason County,TX,Noncore,
Matagorda County,TX,Micropolitan,129
Maverick County,TX,Micropolitan,254
Medina County,TX,Large fringe metro,49
Menard County,TX,Noncore,
Midland County,TX,Small metro,649
Milam County,TX,Noncore,32
Mills County,TX,Noncore,18
Mitchell County,TX,Noncore,13
Montague County,TX,Noncore,59
Montgomery County,TX,Large fringe metro,2267
Moore County,TX,Micropolitan,79
Morris County,TX,Noncore,19
Motley County,TX,Noncore,
Nacogdoches County,TX,Micropolitan,412
Navarro County,TX,Micropolitan,204
Newton County,TX,Medium metro,27
Nolan County,TX,Micropolitan,100
Nueces County,TX,Medium metro,2012
Ochiltree County,TX,Noncore,33
Oldham County,TX,Medium metro,
Orange County,TX,Medium metro,56
Palo Pinto County,TX,Micropolitan,130
Panola County,TX,Noncore,59
Parker County,TX,Large fringe metro,309
Parmer County,TX,Noncore,34
Pecos County,TX,Noncore,15
Polk County,TX,Noncore,144
Potter County,TX,Medium metro,1657
Presidio County,TX,Noncore,
Rains County,TX,Noncore,13
Randall County,TX,Medium metro,134
Reagan County,TX,Noncore,
Real County,TX,Noncore,
Red River County,TX,Noncore,14
Reeves County,TX,Micropolitan,40
Refugio County,TX,Noncore,12
Robertson County,TX,Small metro,21
Rockwall County,TX,Large fringe metro,489
Runnels County,TX,Noncore,47
Rusk County,TX,Small metro,104
Sabine County,TX,Noncore,27
San Augustine County,TX,Noncore,27
San Jacinto County,TX,Noncore,21
San Patricio County,TX,Medium metro,64
San Saba County,TX,Noncore,
Schleicher County,TX,Noncore,
Scurry County,TX,Micropolitan,62
Shackelford County,TX,Noncore,
Shelby County,TX,Noncore,32
Sherman County,TX,Noncore,
Smith County,TX,Small metro,2381
Somervell County,TX,Large fringe metro,38
Starr County,TX,Micropolitan,118
Stephens County,TX,Noncore,21
Sterling County,TX,Noncore,
Stonewall County,TX,Noncore,
Sutton County,TX,Noncore,
Swisher County,TX,Noncore,11
Tarrant County,TX,Large central metro,7694
Taylor County,TX,Small metro,1282
Terry County,TX,Noncore,34
Throckmorton County,TX,Noncore,
Titus County,TX,Micropolitan,154
Tom Green County,TX,Small metro,689
Travis County,TX,Large central metro,2438
Trinity County,TX,Micropolitan,20
Tyler County,TX,Noncore,45
Upshur County,TX,Small metro,29
Upton County,TX,Noncore,10
Uvalde County,TX,Micropolitan,101
Val Verde County,TX,Micropolitan,148
Van Zandt County,TX,Noncore,82
Victoria County,TX,Small metro,735
Walker County,TX,Micropolitan,168
Waller County,TX,Large fringe metro,26
Ward County,TX,Noncore,19
Washington County,TX,Micropolitan,89
Webb County,TX,Medium metro,1227
Wharton County,TX,Micropolitan,101
Wheeler County,TX,Noncore,16
Wichita County,TX,Small metro,957
Wilbarger County,TX,Micropolitan,82
Willacy County,TX,Micropolitan,13
Williamson County,TX,Large fringe metro,1295
Wilson County,TX,Large fringe metro,78
Winkler County,TX,Noncore,12
Wise County,TX,Large fringe metro,317
Wood County,TX,Noncore,86
Yoakum County,TX,Noncore,33
Young County,TX,Noncore,61
Zapata County,TX,Micropolitan,10
Zavala County,TX,Noncore,
Beaver County,UT,Noncore,10
Box Elder County,UT,Medium metro,54
Cache County,UT,Small metro,104
Carbon County,UT,Micropolitan,56
Davis County,UT,Medium metro,379
Duchesne County,UT,Noncore,22
Emery County,UT,Noncore,11
Garfield County,UT,Noncore,
Grand County,UT,Noncore,
Iron County,UT,Micropolitan,65
Juab County,UT,Medium metro,11
Kane County,UT,Noncore,
Millard County,UT,Noncore,12
Morgan County,UT,Medium metro,
Piute County,UT,Noncore,
Salt Lake County,UT,Large central metro,2277
San Juan County,UT,Noncore,18
Sanpete County,UT,Noncore,28
Sevier County,UT,Noncore,20
Summit County,UT,Micropolitan,10
Tooele County,UT,Large fringe metro,67
Uintah County,UT,Micropolitan,43
Utah County,UT,Medium metro,1020
Wasatch County,UT,Micropolitan,17
Washington County,UT,Small metro,691
Weber County,UT,Medium metro,581
Accomack County,VA,Noncore,98
Albemarle County,VA,Small metro,236
Alleghany County,VA,Noncore,98
Amelia County,VA,Large fringe metro,33
Amherst County,VA,Medium metro,28
Appomattox County,VA,Medium metro,21
Arlington County,VA,Large central metro,474
Augusta County,VA,Small metro,335
Bath County,VA,Noncore,16
Bedford County,VA,Medium metro,67
Bland County,VA,Noncore,17
Botetourt County,VA,Medium metro,28
Brunswick County,VA,Noncore,14
Buchanan County,VA,Noncore,60
Buckingham County,VA,Small metro,16
Campbell County,VA,Medium metro,44
Caroline County,VA,Large fringe metro,34
Carroll County,VA,Noncore,64
Charles City County,VA,Large fringe metro,
Charlotte County,VA,Noncore,
Chesterfield County,VA,Large fringe metro,652
Clarke County,VA,Large fringe metro,25
Craig County,VA,Medium metro,
Culpeper County,VA,Large fringe metro,156
Cumberland County,VA,Noncore,
Dickenson County,VA,Micropolitan,18
Dinwiddie County,VA,Large fringe metro,
Essex County,VA,Noncore,39
Fairfax County,VA,Large fringe metro,1530
Fauquier County,VA,Large fringe metro,99
Floyd County,VA,Small metro,21
Fluvanna County,VA,Small metro,18
Franklin County,VA,Medium metro,125
Frederick County,VA,Small metro,79
Giles County,VA,Small metro,24
Gloucester County,VA,Large fringe metro,146
Goochland County,VA,Large fringe metro,
Grayson County,VA,Noncore,30
Greene County,VA,Small metro,28
Greensville County,VA,Noncore,10
Halifax County,VA,Noncore,182
Hanover County,VA,Large fringe metro,497
Henrico County,VA,Large fringe metro,1177
Henry County,VA,Micropolitan,68
Highland County,VA,Noncore,
Isle of Wight County,VA,Large fringe metro,41
James City County,VA,Large fringe metro,85
King and Queen County,VA,Noncore,
King George County,VA,Noncore,11
King William County,VA,Large fringe metro,10
Lancaster County,VA,Noncore,25
Lee County,VA,Noncore,44
Loudoun County,VA,Large fringe metro,413
Louisa County,VA,Noncore,29
Lunenburg County,VA,Noncore,
Madison County,VA,Noncore,16
Mathews County,VA,Large fringe metro,11
Mecklenburg County,VA,Noncore,132
Middlesex County,VA,Noncore,24
Montgomery County,VA,Small metro,310
Nelson County,VA,Small metro,
New Kent County,VA,Large fringe metro,
Northampton County,VA,Noncore,31
Northumberland County,VA,Noncore,
Nottoway County,VA,Noncore,30
Orange County,VA,Noncore,27
Page County,VA,Noncore,82
Patrick County,VA,Noncore,57
Pittsylvania County,VA,Micropolitan,45
Powhatan County,VA,Large fringe metro,12
Prince Edward County,VA,Noncore,79
Prince George County,VA,Large fringe metro,
Prince William County,VA,Large fringe metro,487
Pulaski County,VA,Small metro,122
Rappahannock County,VA,Large fringe metro,
Richmond County,VA,Noncore,14
Roanoke County,VA,Medium metro,79
Rockbridge County,VA,Noncore,31
Rockingham County,VA,Small metro,404
Russell County,VA,Noncore,61
Scott County,VA,Medium metro,37
Shenandoah County,VA,Noncore,150
Smyth County,VA,Noncore,93
Southampton County,VA,Noncore,26
Spotsylvania County,VA,Large fringe metro,134
Stafford County,VA,Large fringe metro,61
Surry County,VA,Noncore,
Sussex County,VA,Large fringe metro,16
Tazewell County,VA,Micropolitan,191
Warren County,VA,Large fringe metro,109
Washington County,VA,Medium metro,266
Westmoreland County,VA,Noncore,15
Wise County,VA,Micropolitan,97
Wythe County,VA,Noncore,129
York County,VA,Large fringe metro,146
Alexandria city,VA,Large central metro,307
Bristol city,VA,Medium metro,42
Buena Vista city,VA,Noncore,21
Charlottesville city,VA,Small metro,355
Chesapeake city,VA,Large fringe metro,444
Colonial Heights city,VA,Large fringe metro,51
Covington city,VA,Noncore,
Danville city,VA,Micropolitan,342
Emporia city,VA,Noncore,39
Fairfax city,VA,Large fringe metro,46
Falls Church city,VA,Large fringe metro,12
Franklin city,VA,Noncore,80
Fredericksburg city,VA,Large fringe metro,364
Galax city,VA,Noncore,124
Hampton city,VA,Large fringe metro,309
Harrisonburg city,VA,Small metro,77
Hopewell city,VA,Large fringe metro,186
Lexington city,VA,Noncore,50
Lynchburg city,VA,Medium metro,865
Manassas city,VA,Large fringe metro,287
Manassas Park city,VA,Large fringe metro,
Martinsville city,VA,Micropolitan,307
Newport News city,VA,Large fringe metro,581
Norfolk city,VA,Large central metro,806
Norton city,VA,Micropolitan,68
Petersburg city,VA,Large fringe metro,371
Poquoson city,VA,Large fringe metro,
Portsmouth city,VA,Large fringe metro,357
Radford city,VA,Small metro,19
Richmond city,VA,Large central metro,874
Roanoke city,VA,Medium metro,898
Salem city,VA,Medium metro,398
Staunton city,VA,Small metro,37
Suffolk city,VA,Large fringe metro,443
Virginia Beach city,VA,Large central metro,719
Waynesboro city,VA,Small metro,21
Williamsburg city,VA,Large fringe metro,
Winchester city,VA,Small metro,641
Addison County,VT,Noncore,22
Bennington County,VT,Micropolitan,95
Caledonia County,VT,Noncore,36
Chittenden County,VT,Small metro,274
Franklin County,VT,Small metro,56
Grand Isle County,VT,Small metro,
Lamoille County,VT,Noncore,21
Orange County,VT,Micropolitan,14
Orleans County,VT,Noncore,31
Rutland County,VT,Micropolitan,92
Washington County,VT,Micropolitan,73
Windham County,VT,Noncore,32
Windsor County,VT,Micropolitan,55
Adams County,WA,Micropolitan,10
Asotin County,WA,Small metro,57
Benton County,WA,Medium metro,687
Chelan County,WA,Small metro,317
Clallam County,WA,Micropolitan,138
Clark County,WA,Large fringe metro,899
Columbia County,WA,Small metro,10
Cowlitz County,WA,Small metro,305
Douglas County,WA,Small metro,23
Ferry County,WA,Noncore,15
Franklin County,WA,Medium metro,146
Garfield County,WA,Noncore,
Grant County,WA,Micropolitan,157
Grays Harbor County,WA,Micropolitan,145
Island County,WA,Micropolitan,78
Jefferson County,WA,Noncore,19
King County,WA,Large central metro,3092
Kitsap County,WA,Medium metro,333
Kittitas County,WA,Micropolitan,63
Klickitat County,WA,Noncore,20
Lewis County,WA,Micropolitan,172
Lincoln County,WA,Noncore,14
Mason County,WA,Micropolitan,89
Okanogan County,WA,Noncore,80
Pacific County,WA,Noncore,33
Pend Oreille County,WA,Medium metro,29
Pierce County,WA,Large fringe metro,1757
San Juan County,WA,Noncore,
Skagit County,WA,Small metro,234
Skamania County,WA,Large fringe metro,
Snohomish County,WA,Large fringe metro,951
Spokane County,WA,Medium metro,1652
Stevens County,WA,Medium metro,92
Thurston County,WA,Medium metro,566
Wahkiakum County,WA,Noncore,
Walla Walla County,WA,Small metro,160
Whatcom County,WA,Small metro,401
Whitman County,WA,Micropolitan,69
Yakima County,WA,Small metro,774
Adams County,WI,Noncore,20
Ashland County,WI,Noncore,46
Barron County,WI,Noncore,122
Bayfield County,WI,Noncore,13
Brown County,WI,Medium metro,922
Buffalo County,WI,Noncore,
Burnett County,WI,Noncore,26
Calumet County,WI,Small metro,49
Chippewa County,WI,Small metro,112
Clark County,WI,Noncore,55
Columbia County,WI,Medium metro,122
Crawford County,WI,Noncore,18
Dane County,WI,Medium metro,1016
Dodge County,WI,Micropolitan,307
Door County,WI,Noncore,60
Douglas County,WI,Medium metro,80
Dunn County,WI,Micropolitan,45
Eau Claire County,WI,Small metro,417
Florence County,WI,Micropolitan,
Fond du Lac County,WI,Small metro,312
Forest County,WI,Noncore,20
Grant County,WI,Micropolitan,100
Green County,WI,Medium metro,79
Green Lake County,WI,Noncore,50
Iowa County,WI,Medium metro,32
Iron County,WI,Noncore,38
Jackson County,WI,Noncore,24
Jefferson County,WI,Micropolitan,139
Juneau County,WI,Noncore,24
Kenosha County,WI,Large fringe metro,760
Kewaunee County,WI,Medium metro,23
La Crosse County,WI,Small metro,485
Lafayette County,WI,Noncore,16
Langlade County,WI,Noncore,80
Lincoln County,WI,Micropolitan,105
Manitowoc County,WI,Micropolitan,156
Marathon County,WI,Small metro,674
Marinette County,WI,Micropolitan,132
Marquette County,WI,Noncore,27
Menominee County,WI,Micropolitan,
Milwaukee County,WI,Large central metro,2647
Monroe County,WI,Noncore,71
Oconto County,WI,Medium metro,43
Oneida County,WI,Noncore,180
Outagamie County,WI,Small metro,645
Ozaukee County,WI,Large fringe metro,332
Pepin County,WI,Noncore,
Pierce County,WI,Large fringe metro,46
Polk County,WI,Noncore,107
Portage County,WI,Micropolitan,130
Price County,WI,Noncore,15
Racine County,WI,Small metro,609
Richland County,WI,Noncore,38
Rock County,WI,Small metro,431
Rusk County,WI,Noncore,35
St. Croix County,WI,Large fringe metro,104
Sauk County,WI,Micropolitan,138
Sawyer County,WI,Noncore,45
Shawano County,WI,Micropolitan,105
Sheboygan County,WI,Small metro,360
Taylor County,WI,Noncore,76
Trempealeau County,WI,Noncore,46
Vernon County,WI,Noncore,89
Vilas County,WI,Noncore,33
Walworth County,WI,Micropolitan,194
Washburn County,WI,Noncore,28
Washington County,WI,Large fringe metro,242
Waukesha County,WI,Large fringe metro,1215
Waupaca County,WI,Noncore,171
Waushara County,WI,Noncore,32
Winnebago County,WI,Small metro,475
Wood County,WI,Micropolitan,456
Barbour County,WV,Noncore,23
Berkeley County,WV,Medium metro,330
Boone County,WV,Small metro,42
Braxton County,WV,Noncore,34
Brooke County,WV,Small metro,226
Cabell County,WV,Medium metro,794
Calhoun County,WV,Noncore,
Clay County,WV,Small metro,19
Doddridge County,WV,Micropolitan,
Fayette County,WV,Small metro,109
Gilmer County,WV,Noncore,
Grant County,WV,Noncore,47
Greenbrier County,WV,Noncore,177
Hampshire County,WV,Small metro,37
Hancock County,WV,Small metro,67
Hardy County,WV,Noncore,15
Harrison County,WV,Micropolitan,383
Jackson County,WV,Noncore,62
Jefferson County,WV,Large fringe metro,124
Kanawha County,WV,Small metro,1081
Lewis County,WV,Noncore,69
Lincoln County,WV,Medium metro,15
Logan County,WV,Micropolitan,174
McDowell County,WV,Noncore,44
Marion County,WV,Micropolitan,59
Marshall County,WV,Small metro,135
Mason County,WV,Micropolitan,56
Mercer County,WV,Micropolitan,279
Mineral County,WV,Small metro,96
Mingo County,WV,Noncore,21
Monongalia County,WV,Small metro,921
Monroe County,WV,Noncore,
Morgan County,WV,Noncore,47
Nicholas County,WV,Noncore,54
Ohio County,WV,Small metro,464
Pendleton County,WV,Noncore,12
Pleasants County,WV,Noncore,14
Pocahontas County,WV,Noncore,15
Preston County,WV,Small metro,80
Putnam County,WV,Medium metro,124
Raleigh County,WV,Small metro,536
Randolph County,WV,Micropolitan,131
Ritchie County,WV,Noncore,
Roane County,WV,Noncore,24
Summers County,WV,Noncore,17
Taylor County,WV,Micropolitan,37
Tucker County,WV,Noncore,20
Tyler County,WV,Noncore,
Upshur County,WV,Noncore,69
Wayne County,WV,Medium metro,64
Webster County,WV,Noncore,10
Wetzel County,WV,Noncore,43
Wirt County,WV,Small metro,
Wood County,WV,Small metro,419
Wyoming County,WV,Noncore,32
Albany County,WY,Micropolitan,42
Big Horn County,WY,Noncore,45
Campbell County,WY,Micropolitan,134
Carbon County,WY,Noncore,29
Converse County,WY,Noncore,41
Crook County,WY,Noncore,16
Fremont County,WY,Micropolitan,109
Goshen County,WY,Noncore,42
Hot Springs County,WY,Noncore,16
Johnson County,WY,Noncore,18
Laramie County,WY,Small metro,343
Lincoln County,WY,Noncore,16
Natrona County,WY,Small metro,438
Niobrara County,WY,Noncore,
Park County,WY,Noncore,120
Platte County,WY,Noncore,29
Sheridan County,WY,Micropolitan,92
Sublette County,WY,Noncore,11
Sweetwater County,WY,Micropolitan,105
Teton County,WY,Micropolitan,19
Uinta County,WY,Micropolitan,23
Washakie County,WY,Noncore,29
Weston County,WY,Noncore,11
